timestamp,sequence,type,side,order_id,price,qty
34200.004241176,1,limit,buy,16113575,5853300,18
34200.00426064,2,limit,buy,16113584,5853200,18
34200.004447484,3,limit,buy,16113594,5853100,18
34200.025551909,4,limit,sell,16120456,5859100,18
34200.025579546,5,limit,sell,16120480,5859200,18
34200.025613151,6,limit,sell,16120503,5859300,18
34200.050241056,7,limit,buy,16127688,5850000,100
34200.201517942,8,limit,sell,16166035,5859300,100
34200.201735987,9,cancel,buy,16113594,0,0
34200.201742395,10,cancel,buy,16113584,0,0
34200.201743336,11,cancel,sell,16120456,0,0
34200.201768069,12,cancel,sell,16120503,0,0
34200.201780978,13,cancel,sell,16120480,0,0
34200.20196619,14,limit,buy,16166175,5849900,2
34200.205573445,15,limit,buy,16167159,5853600,18
34200.2055966,16,limit,buy,16167166,5853500,18
34200.271739507,17,limit,buy,3647217,5857300,20
34200.271739507,18,limit,sell,5740544,5857400,40
34200.271739507,19,limit,buy,2109823,5857000,50
34200.271739507,20,limit,sell,3570647,5857500,50
34200.271739507,21,limit,buy,3237773,5856900,20
34200.271739507,22,limit,sell,3647221,5857500,5
34200.271739507,23,limit,buy,3583158,5856500,5
34200.271739507,24,limit,sell,3647222,5857500,7
34200.271739507,25,limit,buy,3647220,5856400,20
34200.271739507,26,limit,sell,5230851,5857500,20
34200.271739507,27,limit,buy,4731250,5856000,3
34200.271739507,28,limit,sell,1373927,5857800,25
34200.271739507,29,limit,sell,1601225,5857800,20
34200.271739507,30,limit,sell,2606421,5858000,4
34200.271739507,31,limit,sell,1364835,5858200,5
34200.271739507,32,limit,sell,7277867,5858300,7
34200.274847385,33,cancel,buy,16167159,0,0
34200.274847884,34,cancel,buy,16113575,0,0
34200.274930282,35,cancel,buy,16167166,0,0
34200.275016159,36,market,buy,10000000000,0,40
34200.275016159,37,market,buy,10000000001,0,25
34200.275057494,38,market,sell,10000000002,0,1
34200.275063291,39,market,sell,10000000003,0,10
34200.275072491,40,market,buy,10000000004,0,25
34200.275072491,41,market,buy,10000000005,0,5
34200.275072491,42,market,buy,10000000006,0,7
34200.275072491,43,market,buy,10000000007,0,20
34200.275072491,44,market,buy,10000000008,0,25
34200.275072491,45,market,buy,10000000009,0,20
34200.275072491,46,market,buy,10000000010,0,4
34200.275072491,47,market,buy,10000000011,0,5
34200.275072491,48,market,buy,10000000012,0,7
34200.275072491,49,market,buy,10000000013,0,37
34200.275086737,50,limit,buy,16182629,5852500,100
34200.275123235,51,limit,buy,16182649,5857400,50
34200.27720806,52,cancel,sell,15836282,0,0
34200.27769919,53,cancel,sell,15847383,0,0
34200.28039589,54,limit,buy,16183794,5857700,18
34200.280424426,55,limit,buy,16183801,5857600,18
34200.280445789,56,limit,buy,16183806,5857500,18
34200.293839785,57,limit,buy,16186225,5857000,100
34200.347390612,58,limit,sell,16196199,5859300,100
34200.358687488,59,market,buy,10000000014,0,4
34200.393802798,60,limit,sell,16207125,5859400,100
34200.393976201,61,cancel,buy,16182649,0,0
34200.39400159,62,cancel,buy,16183801,0,0
34200.394003147,63,cancel,buy,16183806,0,0
34200.394047899,64,limit,sell,16207170,5859900,100
34200.395116567,65,limit,sell,16207442,5859800,200
34200.417746832,66,market,sell,10000000015,0,18
34200.417746832,67,market,sell,10000000016,0,9
34200.418943908,68,market,sell,10000000017,0,23
34200.419089711,69,limit,sell,16211220,5859200,18
34200.459503459,70,cancel,buy,16186225,0,0
34200.459699729,71,limit,buy,16220046,5854500,100
34200.484612533,72,limit,sell,16225065,5870000,300
34200.484767735,73,limit,sell,16225109,5870000,300
34200.502025984,74,cancel,buy,16220046,0,0
34200.544528304,75,limit,sell,16235607,5863300,5
34200.610599577,76,cancel,sell,16196199,0,0
34200.610751386,77,cancel,sell,16211220,0,0
34200.615388767,78,limit,buy,16249592,5854400,100
34200.698811337,79,limit,buy,16265081,5854500,100
34200.701389248,80,limit,sell,16265573,5858700,100
34200.702573634,81,limit,buy,16265761,5854400,67
34200.763059946,82,market,sell,10000000018,0,1
34200.833565295,83,cancel,buy,16265081,0,0
34200.833761339,84,limit,buy,16284218,5857000,100
34200.834524603,85,cancel,buy,16284218,0,0
34200.834769362,86,limit,buy,16284304,5854500,100
34200.887488522,87,limit,buy,16291236,5857000,18
34200.887548747,88,limit,buy,16291244,5857100,18
34200.88823905,89,cancel,buy,16284304,0,0
34200.888356919,90,limit,buy,16291389,5856000,100
34200.888641822,91,cancel,buy,16291389,0,0
34200.888800256,92,limit,buy,16291456,5856100,100
34200.911977878,93,limit,buy,16294463,5857400,100
34200.918220904,94,limit,sell,16295892,5858900,100
34200.96295406,95,cancel,buy,15469408,0,0
34201.0098547,96,cancel,buy,16291236,0,0
34201.009876509,97,cancel,buy,16291244,0,0
34201.011225241,98,cancel,buy,16291456,0,0
34201.011352575,99,market,sell,10000000019,0,100
34201.011358882,100,limit,buy,16309766,5854200,100
34201.014980201,101,market,sell,10000000020,0,26
34201.015080514,102,market,sell,10000000021,0,20
34201.015180053,103,limit,buy,16310817,5856600,18
34201.015508486,104,cancel,buy,16309766,0,0
34201.015781125,105,limit,buy,16310958,5854600,100
34201.01601494,106,cancel,buy,16310958,0,0
34201.01616858,107,limit,buy,16311061,5855400,100
34201.0316505,108,cancel,buy,16311061,0,0
34201.03180654,109,limit,buy,16314560,5855600,100
34201.043832887,110,limit,buy,16316688,5856900,18
34201.045274853,111,cancel,buy,16314560,0,0
34201.045527313,112,limit,buy,16316953,5855100,100
34201.151828026,113,limit,buy,3647224,5855900,15
34201.151828026,114,limit,sell,4566937,5859800,5
34201.151828026,115,limit,buy,4725584,5855500,1
34201.151828026,116,limit,sell,4725977,5859900,15
34201.151828026,117,limit,buy,2118573,5855000,9
34201.151828026,118,limit,sell,2109819,5860000,100
34201.151828026,119,limit,buy,3562118,5855000,5
34201.151828026,120,limit,sell,2126847,5860000,120
34201.151828026,121,limit,buy,9480911,5855000,25
34201.151828026,122,limit,sell,2851758,5860000,3
34201.151828026,123,limit,sell,2881480,5860000,25
34201.151828026,124,limit,sell,3305469,5860000,20
34201.151828026,125,limit,sell,3559332,5860000,3
34201.151828026,126,limit,sell,3569136,5860000,8
34201.151828026,127,limit,sell,3647225,5860000,20
34201.151828026,128,limit,sell,3689528,5860000,65
34201.151828026,129,limit,sell,4730816,5860000,50
34201.151828026,130,limit,sell,4985450,5860000,10
34201.151828026,131,limit,sell,5395985,5860000,1
34201.151828026,132,limit,sell,6325489,5860000,500
34201.151828026,133,limit,sell,9433882,5860000,35
34201.151828026,134,limit,sell,9303209,5865000,18
34201.151828026,135,limit,sell,10296777,5865000,40
34201.160865762,136,cancel,buy,16316953,0,0
34201.161036737,137,limit,buy,16335544,5855000,100
34201.171165592,138,cancel,buy,16335544,0,0
34201.171269639,139,cancel,buy,16310817,0,0
34201.171271698,140,cancel,buy,16316688,0,0
34201.171316864,141,limit,buy,16337151,5854700,100
34201.17297637,142,market,sell,10000000022,0,5
34201.17297637,143,market,sell,10000000023,0,20
34201.17297637,144,market,sell,10000000024,0,3
34201.17297637,145,market,sell,10000000025,0,15
34201.17297637,146,market,sell,10000000026,0,1
34201.17297637,147,market,sell,10000000027,0,9
34201.17297637,148,market,sell,10000000028,0,5
34201.17297637,149,market,sell,10000000029,0,25
34201.173094452,150,limit,sell,16337399,5858700,18
34201.1731408,151,limit,sell,16337407,5858600,5
34201.173141799,152,limit,sell,16337408,5858600,13
34201.173174928,153,limit,buy,16337414,5854800,18
34201.17320583,154,limit,sell,16337423,5858400,18
34201.173235656,155,limit,sell,16337430,5858500,18
34201.173275985,156,limit,sell,16337440,5858600,3
34201.174179399,157,cancel,buy,16337151,0,0
34201.174431517,158,limit,buy,16337597,5854200,100
34201.183713008,159,limit,buy,16338748,5854900,15
34201.188124042,160,limit,sell,16339418,5858300,15
34201.383969258,161,cancel,sell,16207170,0,0
34201.384145378,162,cancel,buy,16337414,0,0
34201.384146714,163,cancel,sell,16337399,0,0
34201.384168451,164,cancel,sell,16337423,0,0
34201.384171513,165,cancel,sell,16337407,0,0
34201.384173402,166,cancel,sell,16337408,0,0
34201.384201303,167,cancel,sell,16337430,0,0
34201.384201862,168,cancel,sell,16337440,0,0
34201.384238778,169,cancel,buy,16338748,0,0
34201.385122778,170,cancel,sell,16207125,0,0
34201.385872716,171,cancel,sell,16207442,0,0
34201.39750588,172,limit,sell,16365896,5858000,100
34201.422204025,173,limit,sell,16368700,5858900,200
34201.422300991,174,cancel,sell,16339418,0,0
34201.536315252,175,limit,sell,16380157,5857700,18
34201.536372648,176,limit,sell,16380182,5857800,18
34201.536410771,177,limit,sell,16380189,5857900,18
34201.536412448,178,limit,sell,16380190,5858000,18
34201.732217592,179,limit,buy,16396043,5854700,18
34201.732253626,180,limit,buy,16396051,5854600,5
34201.732358753,181,cancel,sell,16380189,0,0
34201.73236517,182,cancel,sell,16380157,0,0
34201.732368385,183,cancel,sell,16380182,0,0
34201.732392812,184,cancel,sell,16380190,0,0
34201.840762287,185,limit,sell,16402634,5857700,18
34201.840808542,186,limit,sell,16402643,5857800,18
34201.840818555,187,limit,sell,16402646,5857900,18
34201.840851751,188,limit,sell,16402650,5858000,18
34202.030342281,189,market,sell,10000000030,0,18
34202.030342281,190,market,sell,10000000031,0,5
34202.030451996,191,limit,sell,16415481,5857600,13
34202.030592674,192,cancel,sell,16402646,0,0
34202.030597882,193,cancel,sell,16402643,0,0
34202.030618578,194,cancel,sell,16402650,0,0
34202.034349986,195,limit,sell,16415792,5857300,18
34202.034385712,196,limit,sell,16415796,5857500,18
34202.034400011,197,limit,sell,16415798,5857400,18
34202.034430195,198,limit,sell,16415801,5857600,9
34202.179947146,199,cancel,sell,16402634,0,0
34202.179949106,200,cancel,sell,16415796,0,0
34202.17997144,201,cancel,sell,16415481,0,0
34202.179972369,202,cancel,sell,16415801,0,0
34202.179996508,203,cancel,sell,16415798,0,0
34202.255342116,204,limit,sell,16445672,5857300,18
34202.25538437,205,limit,sell,16445684,5857200,10
34202.255391393,206,limit,sell,16445687,5857200,8
34202.255445644,207,limit,sell,16445707,5857200,18
34202.260745221,208,cancel,buy,16337597,0,0
34202.269697512,209,limit,buy,16449896,5854400,100
34202.272992647,210,cancel,buy,16449896,0,0
34202.274476054,211,limit,buy,16450945,5854200,100
34202.383483898,212,cancel,sell,16368700,0,0
34202.383613299,213,cancel,sell,16445687,0,0
34202.383614811,214,cancel,sell,16445707,0,0
34202.383618942,215,cancel,sell,16415792,0,0
34202.383620122,216,cancel,sell,16445672,0,0
34202.383643886,217,cancel,sell,16445684,0,0
34202.38517469,218,limit,sell,16467671,5858100,100
34202.491436937,219,cancel,buy,16450945,0,0
34202.491574399,220,limit,buy,16479076,5856900,100
34202.491899451,221,cancel,buy,16479076,0,0
34202.492023165,222,limit,buy,16479170,5854200,100
34202.565551981,223,limit,sell,16486693,5857700,18
34202.565614779,224,limit,sell,16486703,5857900,8
34202.565632045,225,limit,sell,16486709,5857800,18
34202.565655722,226,limit,sell,16486714,5857900,10
34202.565666844,227,limit,sell,16486717,5858000,18
34202.57908587,228,cancel,buy,16479170,0,0
34202.579213337,229,limit,buy,16488533,5854700,100
34202.682315289,230,limit,sell,16497956,5857400,18
34202.682348971,231,limit,sell,16497960,5857500,4
34202.682449351,232,cancel,sell,16486703,0,0
34202.682454219,233,cancel,sell,16486709,0,0
34202.682455457,234,cancel,sell,16486714,0,0
34202.682477482,235,cancel,sell,16486717,0,0
34202.682720418,236,limit,sell,16497983,5857100,18
34202.682743247,237,limit,sell,16497988,5857200,2
34202.737723008,238,limit,sell,16502634,5857100,100
34202.75688423,239,limit,sell,16504889,5856800,18
34202.756909029,240,limit,sell,16504892,5856900,16
34203.011800486,241,cancel,buy,16488533,0,0
34203.011926972,242,market,buy,10000000032,0,18
34203.011926972,243,market,buy,10000000033,0,16
34203.011926972,244,limit,buy,16527925,5857000,66
34203.011987557,245,cancel,sell,16486693,0,0
34203.011988208,246,cancel,sell,16497956,0,0
34203.011990228,247,cancel,sell,16497960,0,0
34203.011990843,248,cancel,sell,16497988,0,0
34203.012001355,249,cancel,sell,16497983,0,0
34203.012050158,250,market,sell,10000000034,0,66
34203.012287906,251,limit,buy,16527982,5854500,18
34203.08949192,252,limit,sell,16535218,5856800,18
34203.089511576,253,limit,sell,16535225,5856900,18
34203.089539994,254,limit,sell,16535228,5857000,18
34203.089562562,255,limit,sell,16535234,5857100,18
34203.122241619,256,limit,buy,16538191,5854600,10
34203.12232224,257,cancel,buy,16527982,0,0
34203.132689191,258,limit,sell,16539283,5856500,12
34203.295569158,259,market,buy,10000000035,0,12
34203.295569158,260,market,buy,10000000036,0,18
34203.295665697,261,limit,buy,16554356,5854600,18
34203.295815832,262,cancel,sell,16535228,0,0
34203.295825553,263,cancel,sell,16535225,0,0
34203.295826267,264,cancel,sell,16535234,0,0
34203.32184964,265,limit,buy,16556387,5853700,100
34203.32437532,266,limit,buy,16556599,5854700,10
34203.407470515,267,limit,sell,16563530,5856800,18
34203.407505157,268,limit,sell,16563536,5856900,18
34203.407510264,269,limit,sell,16563538,5857000,18
34203.40754895,270,limit,sell,16563541,5857100,16
34203.59994379,271,limit,buy,11599111,5853000,230
34203.59994379,272,limit,buy,13126986,5851700,10
34203.600154641,273,cancel,buy,16538191,0,0
34203.600164031,274,cancel,sell,16563536,0,0
34203.600165108,275,cancel,sell,16563541,0,0
34203.600168005,276,cancel,buy,16554356,0,0
34203.600207608,277,cancel,buy,16556599,0,0
34203.600228364,278,cancel,sell,16563530,0,0
34203.600245629,279,cancel,sell,16563538,0,0
34203.954770435,280,limit,buy,16617159,5854500,18
34204.105356795,281,limit,buy,16632807,5854700,18
34204.105407447,282,limit,buy,16632813,5854600,2
34204.127697885,283,cancel,sell,16502634,0,0
34204.328788797,284,limit,sell,16655686,5857900,16
34204.328820921,285,limit,sell,16655691,5858000,18
34204.328918827,286,cancel,buy,16617159,0,0
34204.328940476,287,cancel,buy,16632807,0,0
34204.328981067,288,cancel,buy,16632813,0,0
34204.36362978,289,limit,buy,16658480,5854700,18
34204.363658209,290,limit,buy,16658483,5854600,18
34204.36368474,291,limit,buy,16658486,5854500,2
34204.398386311,292,limit,sell,16661173,5857600,18
34204.398422624,293,limit,sell,16661182,5857700,18
34204.567472902,294,cancel,buy,16556387,0,0
34204.567646478,295,cancel,sell,16655686,0,0
34204.567665764,296,cancel,buy,16658483,0,0
34204.567667208,297,cancel,sell,16655691,0,0
34204.56766787,298,cancel,buy,16658480,0,0
34204.567694597,299,cancel,buy,16658486,0,0
34204.567695304,300,cancel,sell,16661182,0,0
34204.567732501,301,cancel,sell,16661173,0,0
34204.570825637,302,limit,sell,16675424,5857900,16
34204.570865938,303,limit,sell,16675431,5858000,18
34204.576711342,304,limit,buy,16675936,5854700,100
34204.577104419,305,limit,sell,16675969,5856800,900
34204.62133869,306,limit,sell,16679201,5856700,18
34204.894275109,307,limit,buy,16704576,5855000,18
34204.894370914,308,limit,buy,16704590,5854900,18
34204.894391087,309,limit,buy,16704592,5854800,2
34204.894441721,310,cancel,sell,16675424,0,0
34204.894450815,311,cancel,sell,16675431,0,0
34204.894471165,312,cancel,sell,16679201,0,0
34205.175095396,313,market,buy,10000000037,0,50
34205.175277367,314,cancel,buy,16704576,0,0
34205.175293104,315,cancel,buy,16704590,0,0
34205.175294192,316,cancel,buy,16704592,0,0
34205.181076298,317,limit,sell,16730960,5856800,100
34205.308995297,318,limit,sell,16746392,5856500,18
34205.382317056,319,cancel,sell,16730960,0,0
34205.388462148,320,limit,sell,16752894,5856500,100
34205.734539337,321,market,buy,10000000038,0,18
34205.734539337,322,market,buy,10000000039,0,63
34205.765156633,323,market,buy,10000000040,0,37
34205.765156633,324,market,buy,10000000041,0,263
34205.765257746,325,limit,buy,16779043,5854700,18
34205.765316823,326,limit,buy,16779073,5854800,14
34205.766878478,327,market,buy,10000000042,0,132
34205.768387095,328,market,buy,10000000043,0,59
34205.771753648,329,limit,sell,16781704,5856700,18
34206.290141263,330,limit,buy,16818091,5854800,7
34206.29025491,331,cancel,buy,16779043,0,0
34206.290260156,332,cancel,buy,16779073,0,0
34206.290261072,333,cancel,sell,16781704,0,0
34206.290892881,334,limit,buy,16818125,5854800,53
34206.29123036,335,limit,buy,16818137,5854800,52
34206.291527335,336,limit,buy,16818156,5854800,1
34206.291814072,337,limit,buy,16818175,5854800,5
34206.291925675,338,limit,buy,16818181,5854800,45
34206.29195232,339,limit,buy,16818182,5854800,39
34206.292254316,340,limit,buy,16818198,5854800,27
34206.801157647,341,limit,sell,16841958,5856600,18
34206.965510203,342,cancel,sell,16841958,0,0
34207.531993783,343,limit,sell,16879396,5858000,100
34207.94770667,344,cancel,buy,16182629,0,0
34208.041353062,345,limit,sell,16898660,5856800,2
34208.48306653,346,limit,buy,16914630,5854900,100
34208.70287486,347,cancel,buy,16818091,0,0
34208.703312634,348,cancel,buy,16818125,0,0
34208.839912684,349,cancel,buy,16818137,0,0
34208.840433832,350,cancel,buy,16818156,0,0
34209.21194364,351,limit,buy,16939575,5854900,42
34209.442705504,352,cancel,buy,16265761,0,0
34209.442788623,353,cancel,buy,16818175,0,0
34209.477500287,354,limit,sell,16948611,5856800,320
34209.481087627,355,limit,sell,16948722,5856800,320
34209.489945829,356,market,buy,10000000044,0,225
34209.494770026,357,limit,buy,16949037,5854900,67
34209.506557426,358,cancel,sell,16948611,0,0
34209.522721597,359,limit,sell,16949716,5856800,320
34209.525706867,360,cancel,buy,16818181,0,0
34209.54252448,361,market,buy,10000000045,0,28
34209.542622307,362,limit,buy,16950346,5855000,18
34209.780716781,363,market,sell,10000000046,0,18
34209.780716781,364,market,sell,10000000047,0,100
34209.780716781,365,market,sell,10000000048,0,42
34209.780716781,366,market,sell,10000000049,0,40
34209.780806936,367,limit,sell,16957682,5856800,18
34209.780840766,368,limit,sell,16957685,5856700,18
34209.784078285,369,market,sell,10000000050,0,27
34209.786185996,370,market,sell,10000000051,0,39
34209.786185996,371,market,sell,10000000052,0,27
34209.786185996,372,market,sell,10000000053,0,34
34209.786266076,373,limit,sell,16958115,5856600,2
34209.801542957,374,cancel,buy,16675936,0,0
34209.808502833,375,limit,buy,16958771,5854900,66
34209.828774041,376,market,sell,10000000054,0,66
34209.828774041,377,market,sell,10000000055,0,34
34209.829435704,378,limit,sell,16959555,5856600,169
34209.830562764,379,cancel,sell,16959555,0,0
34209.831705108,380,limit,sell,16959614,5856600,169
34209.832801235,381,cancel,sell,16959614,0,0
34209.833894341,382,limit,sell,16959673,5856600,169
34209.834919765,383,cancel,sell,16959673,0,0
34210.047332639,384,limit,buy,16972144,5854700,18
34210.047372286,385,limit,buy,16972157,5854600,4
34210.047425375,386,limit,sell,16972164,5859100,200
34210.047452914,387,cancel,sell,16957682,0,0
34210.047459699,388,cancel,sell,16957685,0,0
34210.047460295,389,cancel,sell,16958115,0,0
34210.131535502,390,limit,sell,16979328,5856500,18
34210.131547656,391,limit,sell,16979334,5856600,18
34210.131572528,392,limit,sell,16979338,5856700,18
34210.131592927,393,limit,sell,16979339,5856800,18
34210.241147562,394,cancel,sell,16948722,0,0
34210.241247257,395,cancel,buy,16972144,0,0
34210.241257287,396,cancel,buy,16972157,0,0
34210.526653673,397,cancel,sell,16972164,0,0
34210.526785368,398,cancel,sell,16979338,0,0
34210.526789429,399,cancel,sell,16979334,0,0
34210.526792927,400,cancel,sell,16979328,0,0
34210.526810312,401,cancel,sell,16979339,0,0
34210.632267021,402,limit,sell,17011325,5856600,18
34210.756845815,403,limit,sell,17020774,5856600,320
34210.75693317,404,cancel,sell,17011325,0,0
34210.763367426,405,cancel,sell,16949716,0,0
34210.847553594,406,limit,sell,17026393,5856300,18
34210.847585222,407,limit,sell,17026397,5856400,18
34210.847600875,408,limit,sell,17026398,5856500,18
34210.84762826,409,limit,sell,17026405,5856600,18
34210.868110685,410,limit,sell,17027766,5856300,320
34210.90226879,411,limit,sell,17029589,5856100,14
34210.906278764,412,cancel,sell,17020774,0,0
34210.908120663,413,limit,sell,17030071,5856100,320
34210.920070579,414,cancel,sell,17027766,0,0
34211.00434466,415,market,sell,10000000056,0,16
34211.00452784,416,cancel,sell,17026398,0,0
34211.004532651,417,cancel,sell,17026397,0,0
34211.00453353,418,cancel,sell,17026405,0,0
34211.146132928,419,cancel,buy,16249592,0,0
34211.146253781,420,cancel,sell,17026393,0,0
34211.146282398,421,cancel,sell,17029589,0,0
34211.226849977,422,limit,sell,17047419,5855800,18
34211.226890521,423,limit,sell,17047422,5855900,18
34211.226899712,424,limit,sell,17047424,5856000,18
34211.226920551,425,limit,sell,17047425,5856100,18
34211.33328328,426,market,sell,10000000057,0,50
34211.334948467,427,market,sell,10000000058,0,20
34211.334948467,428,market,sell,10000000059,0,2
34211.387958796,429,cancel,sell,16265573,0,0
34211.388085386,430,cancel,sell,17047422,0,0
34211.388086017,431,cancel,sell,17047424,0,0
34211.388089305,432,cancel,sell,17047419,0,0
34211.388104371,433,cancel,sell,17047425,0,0
34211.439240606,434,limit,sell,17055489,5855800,100
34211.506656257,435,limit,sell,17057352,5855800,320
34211.508835733,436,cancel,sell,17030071,0,0
34211.683403235,437,limit,sell,17065496,5855600,320
34211.685481654,438,cancel,sell,17057352,0,0
34212.052057667,439,limit,sell,17077786,5855400,18
34212.052098179,440,limit,sell,17077789,5855500,18
34212.053609867,441,limit,sell,17077932,5855400,320
34212.054205008,442,cancel,sell,17065496,0,0
